   0.8245620937    0.7314367302    2.5791569532
   1.8045620937    0.7314367302    2.3165667446
   1.3145620937    1.5801416259    2.3165667446
   0.3345620937   -0.1172681655    2.3165667446
   2.5219718851    0.7314367302    1.5991569532
   2.1977954613    1.7291491727    1.5991569532
   1.3490905656    2.3457693732    1.5991569532
   2.5219718851    1.7114367302    0.6191569532
   1.8045620937    2.4288465216    0.6191569532
   2.1977954613    1.7291491727   -0.3608430468
   1.3145620937    1.5801416259   -1.0782528382
  -2.6004379080    0.0424367299    1.6881569528
  -3.1558949714    1.0045165851    1.3271990722
  -3.7113520348    0.0424367299    1.3271990722
  -3.1558949714   -0.9196431254    1.3271990722
  -3.1558949714    1.7519577896    0.3821990722
  -4.0546433793    1.0989788493    0.3821990722
  -4.3979347238    0.0424367299    0.3821990722
  -4.0546433793   -1.0141053895    0.3821990722
  -3.1558949714   -1.6670843298    0.3821990722
  -3.1558949714    1.7519577896   -0.7858851665
  -4.0546433793    1.0989788493   -0.7858851665
  -4.3979347238    0.0424367299   -0.7858851665
  -4.0546433793   -1.0141053895   -0.7858851665
  -3.1558949714   -1.6670843298   -0.7858851665
  -3.1558949714    1.0045165851   -1.7308851665
  -3.7113520348    0.0424367299   -1.7308851665
  -3.1558949714   -0.9196431254   -1.7308851665
  -2.6004379080    0.0424367299   -2.0918430472
  -1.0064379072   -1.6645632709    3.1981569535
  -0.0264379072   -1.6645632709    2.9355667449
  -0.5164379072   -0.8158583752    2.9355667449
  -1.4964379072   -0.8158583752    2.9355667449
  -1.9864379072   -1.6645632709    2.9355667449
  -1.4964379072   -2.5132681666    2.9355667449
  -2.3796712749   -0.6668508284    2.2181569535
  -2.7038476986   -1.6645632709    2.2181569535
  -2.3796712749   -2.6622757134    2.2181569535
  -2.9664379072   -1.6645632709    1.2381569535
  -2.7038476986   -2.6445632709    1.2381569535
  -1.9864379072   -3.3619730623    1.2381569535
  -2.3796712749   -2.6622757134    0.2581569535
  -1.5309663792   -3.2788959139    0.2581569535
   3.0895620947   -0.2215632702    1.2461569526
   4.0695620947   -0.2215632702    0.9835667440
   3.5795620947    0.6271416255    0.9835667440
   3.5795620947   -1.0702681659    0.9835667440
   4.7869718861   -0.2215632702    0.2661569526
   4.4627954624    0.7761491723    0.2661569526
   3.6140905667    1.3927693727    0.2661569526
   3.6140905667   -1.8358959132    0.2661569526
   4.4627954624   -1.2192757127    0.2661569526
   4.7869718861    0.7584367298   -0.7138430474
   4.0695620947    1.4758465212   -0.7138430474
   3.0895620947    1.7384367298   -0.7138430474
   2.1095620947    1.4758465212   -0.7138430474
   4.0695620947   -1.9189730617   -0.7138430474
   4.7869718861   -1.2015632702   -0.7138430474
   2.5650336228    1.3927693727   -1.6938430474
  -2.3964025735    1.4748832235   -1.4618430473
   0.7124980612   -2.8908293891    0.0101569529
  -2.2254230158   -1.6749371284   -1.0398430471
   1.1936891223   -2.7412519060    0.2341569530
   1.5245620930    2.5444367311   -0.1518430472
  -0.8342592641    4.3445788102   -1.2018430472
  -1.6254379070    2.5444367311   -1.9704963951
  -1.7853253809    1.7021504240   -1.9859915983
  -2.4878552349    0.8649079465   -1.9859915983
   0.0010413167    0.3184367300   -2.8259915983
  -0.6812900454    1.2575852806   -2.8259915983
  -1.7853253809    0.8988624547   -2.8259915983
  -1.7853253809   -0.2619889947   -2.8259915983
  -0.6812900454   -0.6207118205   -2.8259915983
  -0.9864379072    0.3184367300   -3.1468430478
  -1.3503253807   -3.3502769650   -0.2096944969
  -0.2739871991   -3.5400644268   -0.2096944969
   0.6725287128   -2.9935932103   -0.2096944969
  -2.0528552347   -2.5130344876   -1.2479915980
  -1.3503253807   -3.3502769650   -1.2479915980
  -0.2739871991   -3.5400644268   -1.2479915980
   0.6725287128   -2.9935932103   -1.2479915980
  -1.3503253807   -1.3861375463   -2.0879915980
  -1.3503253807   -2.5469889958   -2.0879915980
  -0.2462900452   -2.9057118216   -2.0879915980
